id,date,location,species,length_cm,weight_kg,method,weather,water_temp_c,notes
5024,2024-11-01,Bjørnafjorden,Makrell,115.3,10.6,Sluk,Tåke,10.9,Tok på første kast
5025,2022-11-01,Austevoll,Torsk,50.9,5.82,Jigg,Lettskyet,8.8,Veldig seig i starten
5026,2024-05-08,Tysnes,Torsk,106.4,6.48,Jigg,Sol,8.1,Rolige forhold
5027,2024-07-10,Bjørnafjorden,Hyse,74.0,6.36,Shad,Lettskyet,6.2,Litt bølger
5028,2022-12-16,Tysnes,Horngjel,32.8,2.4,Jigg,Sol,10.5,Fin dag på sjøen
5029,2024-10-07,Sotra,Sild,96.4,8.18,Flue,Vind,13.7,Rolige forhold
5030,2023-12-24,Sotra,Torsk,92.8,5.98,Agn,Tåke,9.4,Mye småfisk
5031,2023-12-05,Tysnes,Lyr,31.5,4.36,Pilking,Tåke,9.9,Tok på første kast
5032,2024-11-22,Austevoll,Steinbit,42.6,2.71,Flue,Skyet,11.8,Beste fangst på lenge
5033,2023-10-27,Fitjarøyene,Sei,91.7,11.83,Flue,Lettskyet,16.3,Tok på første kast
5034,2022-07-25,Tysnes,Sei,113.5,9.14,Shad,Lettskyet,15.0,Beste fangst på lenge
5035,2023-01-07,Austevoll,Hyse,76.9,7.27,Jigg,Tåke,11.8,Veldig seig i starten
5036,2023-09-10,Austevoll,Sei,55.4,7.68,Pilking,Skyet,13.1,Rolige forhold
5037,2022-02-01,Sotra,Sild,117.0,16.32,Jigg,Vind,6.3,Rolige forhold
5038,2024-02-10,Fitjarøyene,Sild,44.6,4.82,Shad,Vind,15.1,Litt bølger
5039,2022-01-19,Fedje,Steinbit,54.8,4.4,Agn,Vind,6.8,Mye småfisk
5040,2024-07-30,Austevoll,Torsk,59.4,7.13,Pilking,Vind,14.8,Veldig seig i starten
5041,2024-09-26,Øygarden,Lyr,67.9,8.3,Pilking,Tåke,12.2,Beste fangst på lenge
5042,2024-02-20,Fedje,Torsk,90.3,12.45,Pilking,Lettskyet,12.2,Veldig seig i starten
5043,2024-07-19,Austevoll,Makrell,103.8,11.77,Jigg,Lettskyet,11.7,Overraskende tung
5044,2024-11-07,Øygarden,Torsk,52.6,4.45,Sluk,Lettskyet,16.1,Overraskende tung
5045,2023-05-02,Øygarden,Makrell,38.9,5.1,Sluk,Lettskyet,11.0,Overraskende tung
5046,2022-12-23,Austevoll,Lyr,117.9,15.04,Shad,Sol,14.2,Veldig seig i starten
5047,2022-08-14,Tysnes,Sild,44.1,4.71,Pilking,Skyet,14.4,Tok på første kast
5048,2022-02-15,Fitjarøyene,Sild,80.3,7.72,Agn,Sol,10.9,Overraskende tung
5049,2023-11-22,Austevoll,Sei,50.9,6.67,Agn,Regn,14.6,Tok på første kast
5050,2023-04-13,Austevoll,Torsk,88.1,6.15,Flue,Regn,15.8,Mye småfisk
5051,2022-08-26,Øygarden,Hyse,62.4,7.8,Sluk,Regn,13.7,Fin dag på sjøen
5052,2023-11-30,Sotra,Makrell,99.3,6.17,Flue,Sol,9.3,Tok på første kast
5053,2023-10-10,Sotra,Steinbit,56.6,5.02,Agn,Skyet,8.0,Beste fangst på lenge
5054,2022-03-23,Sotra,Lyr,64.9,7.79,Jigg,Skyet,6.8,Veldig seig i starten
5055,2023-09-07,Fedje,Lyr,62.9,8.71,Flue,Vind,8.9,Fin dag på sjøen
5056,2024-09-09,Tysnes,Steinbit,22.7,2.14,Shad,Lettskyet,16.1,Fin dag på sjøen
5057,2024-05-30,Fedje,Horngjel,48.0,4.22,Jigg,Lettskyet,7.1,Overraskende tung
5058,2024-08-08,Tysnes,Sei,115.5,7.37,Flue,Tåke,8.1,Tok på første kast
5059,2022-03-13,Sotra,Hyse,90.1,7.61,Flue,Lettskyet,6.0,Veldig seig i starten
5060,2023-12-10,Bjørnafjorden,Hyse,112.8,12.02,Pilking,Sol,9.8,Tok på første kast
5061,2024-12-01,Austevoll,Makrell,51.6,5.67,Pilking,Skyet,13.1,Rolige forhold
5062,2024-07-09,Øygarden,Steinbit,119.3,11.57,Sluk,Vind,12.6,Mye småfisk
5063,2024-05-30,Austevoll,Torsk,119.6,10.79,Sluk,Skyet,14.4,Beste fangst på lenge
5064,2023-05-09,Austevoll,Horngjel,86.8,6.2,Flue,Tåke,14.4,Rolige forhold
5065,2022-09-20,Bjørnafjorden,Hyse,111.2,11.39,Sluk,Lettskyet,16.8,Beste fangst på lenge
5066,2023-12-05,Tysnes,Hyse,108.6,10.77,Agn,Tåke,16.0,Veldig seig i starten
5067,2022-02-24,Tysnes,Makrell,38.2,4.05,Jigg,Skyet,17.7,Rolige forhold
5068,2023-09-07,Austevoll,Horngjel,20.3,1.52,Shad,Regn,10.0,Mye småfisk
5069,2024-02-01,Tysnes,Horngjel,117.8,9.39,Flue,Lettskyet,16.8,Mye småfisk
5070,2023-04-01,Austevoll,Torsk,29.4,2.36,Agn,Tåke,11.1,Fin dag på sjøen
5071,2022-01-14,Bjørnafjorden,Horngjel,40.4,3.34,Agn,Regn,14.8,Overraskende tung
5072,2023-08-09,Fedje,Horngjel,88.1,9.26,Jigg,Vind,13.9,Litt bølger
5073,2022-12-12,Fedje,Sei,98.2,12.22,Flue,Skyet,8.8,Veldig seig i starten
5074,2023-06-25,Bjørnafjorden,Hyse,50.3,3.11,Shad,Tåke,12.0,Veldig seig i starten
5075,2024-05-28,Bjørnafjorden,Lyr,87.0,10.85,Agn,Lettskyet,9.2,Overraskende tung
5076,2023-01-10,Fedje,Sei,95.2,10.36,Shad,Lettskyet,14.1,Veldig seig i starten
5077,2022-07-29,Tysnes,Torsk,73.9,4.91,Sluk,Tåke,9.3,Veldig seig i starten
5078,2024-10-20,Austevoll,Torsk,32.8,4.45,Flue,Skyet,12.8,Tok på første kast
5079,2023-03-05,Fitjarøyene,Hyse,74.4,10.22,Flue,Vind,8.4,Veldig seig i starten
5080,2022-03-31,Øygarden,Makrell,71.9,4.55,Jigg,Sol,14.8,Veldig seig i starten
5081,2022-11-10,Austevoll,Hyse,23.4,2.57,Flue,Sol,14.2,Rolige forhold
5082,2023-05-25,Øygarden,Torsk,108.4,8.62,Pilking,Tåke,10.1,Litt bølger
5083,2023-07-30,Austevoll,Makrell,69.9,7.72,Agn,Regn,13.4,Tok på første kast
5084,2023-01-31,Fitjarøyene,Horngjel,63.5,4.0,Pilking,Sol,17.5,Litt bølger
5085,2022-04-15,Fedje,Lyr,62.9,6.03,Flue,Vind,7.4,Veldig seig i starten
5086,2024-10-26,Tysnes,Horngjel,99.7,8.1,Agn,Sol,6.3,Veldig seig i starten
5087,2023-03-29,Sotra,Steinbit,99.0,8.5,Flue,Regn,8.0,Rolige forhold
5088,2024-09-10,Bjørnafjorden,Lyr,54.9,5.96,Flue,Lettskyet,15.6,Overraskende tung
5089,2023-04-28,Tysnes,Sei,90.9,6.91,Pilking,Lettskyet,16.7,Beste fangst på lenge
5090,2024-08-03,Sotra,Hyse,35.1,3.53,Shad,Regn,11.2,Overraskende tung
5091,2024-03-12,Fitjarøyene,Makrell,67.2,8.32,Pilking,Vind,17.0,Fin dag på sjøen
5092,2024-08-10,Austevoll,Makrell,73.3,7.12,Flue,Regn,7.8,Rolige forhold
5093,2023-10-11,Fitjarøyene,Sei,39.0,5.18,Sluk,Regn,9.5,Tok på første kast
5094,2023-09-02,Bjørnafjorden,Lyr,68.8,4.86,Pilking,Sol,9.3,Beste fangst på lenge
5095,2024-05-30,Fitjarøyene,Steinbit,108.5,12.84,Sluk,Vind,12.3,Veldig seig i starten
5096,2024-06-11,Øygarden,Hyse,116.8,15.33,Sluk,Tåke,14.0,Tok på første kast
5097,2023-11-10,Sotra,Horngjel,60.1,7.62,Sluk,Sol,7.5,Rolige forhold
5098,2023-08-20,Øygarden,Sei,61.2,4.29,Jigg,Sol,17.2,Overraskende tung
5099,2022-09-01,Bjørnafjorden,Horngjel,113.9,14.61,Sluk,Sol,10.1,Tok på første kast
5100,2023-03-01,Øygarden,Sild,52.4,4.6,Sluk,Vind,7.7,Beste fangst på lenge
5101,2024-11-19,Austevoll,Steinbit,49.1,4.61,Shad,Vind,7.8,Mye småfisk
5102,2023-06-08,Sotra,Horngjel,57.3,7.44,Agn,Sol,17.5,Veldig seig i starten
5103,2024-08-18,Bjørnafjorden,Horngjel,22.1,2.28,Jigg,Tåke,16.0,Overraskende tung
5104,2022-06-01,Sotra,Steinbit,114.5,7.41,Pilking,Lettskyet,17.9,Fin dag på sjøen
5105,2023-02-10,Tysnes,Makrell,105.4,14.4,Sluk,Skyet,8.8,Beste fangst på lenge
5106,2023-12-01,Fedje,Sei,104.1,7.12,Flue,Vind,7.7,Tok på første kast
5107,2023-03-28,Tysnes,Sei,65.3,8.96,Agn,Lettskyet,13.4,Litt bølger
5108,2022-05-01,Sotra,Lyr,100.2,8.69,Pilking,Lettskyet,10.1,Beste fangst på lenge
5109,2022-03-16,Øygarden,Makrell,28.9,1.83,Flue,Tåke,10.8,Beste fangst på lenge
5110,2024-12-28,Fedje,Horngjel,74.8,7.17,Shad,Vind,9.2,Tok på første kast
5111,2024-03-03,Bjørnafjorden,Torsk,40.5,2.57,Sluk,Lettskyet,6.2,Beste fangst på lenge
5112,2023-04-10,Øygarden,Makrell,70.8,5.44,Agn,Skyet,14.1,Overraskende tung
5113,2024-08-29,Bjørnafjorden,Makrell,87.3,11.76,Sluk,Regn,6.6,Fin dag på sjøen
5114,2023-02-12,Bjørnafjorden,Horngjel,110.2,13.07,Shad,Tåke,10.9,Rolige forhold
5115,2024-12-03,Bjørnafjorden,Lyr,72.5,5.48,Agn,Skyet,12.0,Fin dag på sjøen
5116,2022-06-09,Tysnes,Hyse,91.5,6.68,Flue,Sol,16.7,Overraskende tung
5117,2023-08-21,Tysnes,Sei,106.5,13.85,Flue,Sol,9.2,Mye småfisk
5118,2022-01-21,Tysnes,Lyr,97.7,10.04,Shad,Tåke,12.8,Litt bølger
5119,2023-03-02,Fedje,Hyse,67.1,6.3,Jigg,Tåke,8.6,Beste fangst på lenge
5120,2024-04-18,Austevoll,Horngjel,101.1,8.18,Flue,Lettskyet,16.7,Tok på første kast
5121,2024-10-25,Fitjarøyene,Torsk,52.3,3.86,Sluk,Vind,11.3,Tok på første kast
5122,2024-04-03,Fedje,Sei,22.2,1.55,Agn,Sol,7.8,Veldig seig i starten
5123,2022-11-06,Bjørnafjorden,Makrell,28.1,2.9,Agn,Lettskyet,9.5,Mye småfisk
5124,2024-12-21,Øygarden,Hyse,61.5,6.95,Flue,Skyet,13.6,Overraskende tung
5125,2024-04-16,Øygarden,Sild,45.5,5.8,Agn,Sol,7.8,Rolige forhold
5126,2022-04-08,Tysnes,Makrell,64.4,4.69,Sluk,Tåke,15.0,Tok på første kast
5127,2024-02-12,Fitjarøyene,Steinbit,100.8,10.94,Jigg,Vind,6.5,Mye småfisk
5128,2024-08-29,Bjørnafjorden,Sei,63.0,4.61,Jigg,Tåke,17.6,Fin dag på sjøen
5129,2022-06-25,Bjørnafjorden,Horngjel,86.9,9.24,Shad,Vind,7.6,Fin dag på sjøen
5130,2024-04-01,Austevoll,Sild,26.2,1.85,Jigg,Skyet,15.3,Veldig seig i starten
5131,2023-01-18,Austevoll,Makrell,64.6,8.58,Sluk,Skyet,16.9,Veldig seig i starten
5132,2023-08-08,Tysnes,Sild,51.6,3.42,Sluk,Sol,15.2,Veldig seig i starten
5133,2024-08-10,Øygarden,Horngjel,82.1,8.26,Sluk,Tåke,16.4,Overraskende tung
5134,2023-07-05,Bjørnafjorden,Lyr,62.4,6.29,Jigg,Tåke,14.9,Litt bølger
5135,2023-11-06,Tysnes,Torsk,76.8,6.17,Flue,Skyet,6.4,Rolige forhold
5136,2024-04-15,Fitjarøyene,Torsk,107.9,14.2,Pilking,Regn,6.9,Fin dag på sjøen
5137,2024-08-19,Fitjarøyene,Hyse,88.6,8.03,Shad,Regn,13.3,Veldig seig i starten
5138,2022-09-21,Fedje,Makrell,42.9,4.64,Flue,Sol,13.1,Mye småfisk
5139,2024-06-30,Austevoll,Torsk,44.1,3.17,Sluk,Lettskyet,14.2,Fin dag på sjøen
5140,2024-09-24,Fitjarøyene,Makrell,37.3,2.54,Shad,Tåke,9.4,Veldig seig i starten
5141,2023-05-17,Bjørnafjorden,Sild,116.5,9.5,Shad,Lettskyet,17.7,Fin dag på sjøen
5142,2022-10-11,Bjørnafjorden,Sei,68.3,7.25,Sluk,Skyet,12.8,Overraskende tung
5143,2023-10-15,Øygarden,Hyse,105.0,12.87,Jigg,Lettskyet,15.0,Veldig seig i starten
5144,2024-09-30,Fitjarøyene,Steinbit,20.7,2.79,Pilking,Skyet,9.5,Rolige forhold
5145,2024-10-14,Øygarden,Torsk,97.9,8.72,Agn,Skyet,7.5,Veldig seig i starten
5146,2024-07-30,Austevoll,Torsk,42.1,5.0,Flue,Sol,6.5,Tok på første kast
5147,2024-01-29,Fedje,Lyr,25.4,3.49,Flue,Sol,11.2,Rolige forhold
5148,2022-02-03,Tysnes,Lyr,97.2,11.02,Flue,Skyet,13.0,Rolige forhold
5149,2023-07-29,Bjørnafjorden,Sei,54.5,4.57,Pilking,Skyet,11.8,Overraskende tung
5150,2022-08-18,Tysnes,Horngjel,42.0,2.67,Sluk,Regn,17.4,Tok på første kast
5151,2023-03-24,Bjørnafjorden,Torsk,85.3,6.65,Jigg,Lettskyet,9.1,Overraskende tung
5152,2022-05-09,Sotra,Makrell,53.3,4.68,Agn,Sol,15.9,Tok på første kast
5153,2023-02-08,Øygarden,Torsk,55.0,6.39,Jigg,Skyet,9.9,Veldig seig i starten
5154,2024-10-18,Bjørnafjorden,Hyse,92.6,8.19,Sluk,Skyet,9.0,Overraskende tung
5155,2023-03-05,Bjørnafjorden,Horngjel,80.7,5.52,Sluk,Tåke,13.0,Overraskende tung
5156,2022-04-25,Øygarden,Steinbit,78.3,8.87,Sluk,Vind,16.4,Veldig seig i starten
5157,2022-12-01,Sotra,Sei,68.6,5.6,Shad,Regn,12.7,Mye småfisk
5158,2024-01-10,Fitjarøyene,Horngjel,37.6,4.79,Pilking,Tåke,9.0,Mye småfisk
5159,2022-06-08,Bjørnafjorden,Lyr,84.2,7.63,Sluk,Vind,13.0,Fin dag på sjøen
5160,2024-09-13,Øygarden,Sei,115.1,14.11,Shad,Skyet,8.0,Rolige forhold
5161,2022-03-13,Fedje,Lyr,111.1,8.55,Flue,Vind,10.5,Mye småfisk
5162,2024-06-17,Austevoll,Sild,119.6,15.05,Pilking,Vind,8.5,Veldig seig i starten
5163,2022-04-09,Fitjarøyene,Sild,69.4,8.31,Pilking,Skyet,8.7,Tok på første kast
5164,2024-01-23,Tysnes,Lyr,22.2,3.03,Agn,Sol,10.1,Litt bølger
5165,2024-09-17,Øygarden,Horngjel,64.0,4.58,Flue,Tåke,6.3,Fin dag på sjøen
5166,2022-04-19,Fitjarøyene,Hyse,94.0,12.98,Pilking,Tåke,13.5,Litt bølger
5167,2024-06-26,Øygarden,Makrell,61.0,7.4,Flue,Tåke,13.4,Veldig seig i starten
5168,2022-01-08,Bjørnafjorden,Makrell,63.0,5.09,Sluk,Lettskyet,9.1,Rolige forhold
5169,2023-04-23,Bjørnafjorden,Torsk,23.4,1.78,Sluk,Lettskyet,13.6,Fin dag på sjøen
5170,2023-07-18,Tysnes,Sild,35.0,4.86,Flue,Regn,17.3,Litt bølger
5171,2023-09-12,Sotra,Lyr,41.1,5.04,Jigg,Skyet,9.9,Beste fangst på lenge
5172,2024-01-28,Bjørnafjorden,Sei,59.0,6.84,Flue,Skyet,7.5,Beste fangst på lenge
5173,2022-03-21,Tysnes,Steinbit,42.3,2.84,Flue,Skyet,15.4,Overraskende tung
5174,2023-08-19,Tysnes,Steinbit,52.5,3.18,Agn,Skyet,10.0,Fin dag på sjøen
5175,2024-07-18,Bjørnafjorden,Sild,49.4,5.71,Pilking,Regn,7.5,Beste fangst på lenge
5176,2023-08-02,Øygarden,Hyse,47.6,2.92,Pilking,Regn,7.6,Fin dag på sjøen
5177,2024-06-23,Øygarden,Sild,26.7,3.41,Flue,Tåke,8.9,Beste fangst på lenge
5178,2023-06-15,Fedje,Torsk,83.2,8.23,Sluk,Vind,12.3,Rolige forhold
5179,2024-06-25,Fitjarøyene,Steinbit,52.3,7.05,Sluk,Sol,9.0,Rolige forhold
5180,2024-10-13,Fedje,Lyr,63.8,6.92,Pilking,Lettskyet,17.3,Litt bølger
5181,2023-10-01,Fitjarøyene,Horngjel,35.7,3.75,Sluk,Tåke,14.5,Tok på første kast
5182,2022-10-21,Fitjarøyene,Sild,45.6,3.51,Flue,Regn,10.1,Beste fangst på lenge
5183,2022-03-19,Fedje,Horngjel,114.8,14.72,Flue,Tåke,17.0,Fin dag på sjøen
5184,2024-02-24,Tysnes,Sei,89.8,9.99,Flue,Vind,9.5,Litt bølger
5185,2024-07-07,Bjørnafjorden,Torsk,73.7,10.26,Sluk,Lettskyet,15.5,Fin dag på sjøen
5186,2023-04-07,Austevoll,Sei,28.1,2.47,Pilking,Sol,17.9,Litt bølger
5187,2024-05-24,Bjørnafjorden,Lyr,76.7,5.31,Pilking,Lettskyet,12.7,Fin dag på sjøen
5188,2022-05-07,Fitjarøyene,Sild,32.8,3.51,Jigg,Skyet,12.2,Tok på første kast
5189,2023-09-03,Sotra,Sild,95.2,9.91,Pilking,Vind,17.2,Beste fangst på lenge
5190,2023-07-21,Øygarden,Steinbit,77.1,8.81,Shad,Skyet,7.1,Mye småfisk
5191,2024-05-24,Austevoll,Torsk,50.5,4.8,Jigg,Lettskyet,11.6,Mye småfisk
5192,2022-06-28,Austevoll,Hyse,103.4,8.23,Pilking,Skyet,10.1,Tok på første kast
5193,2024-05-29,Austevoll,Horngjel,32.2,2.72,Sluk,Skyet,6.7,Litt bølger
5194,2022-11-02,Fedje,Torsk,55.2,3.59,Shad,Lettskyet,8.6,Fin dag på sjøen
5195,2022-04-26,Tysnes,Makrell,50.3,6.02,Shad,Sol,8.5,Fin dag på sjøen
5196,2024-12-30,Tysnes,Sild,58.7,4.86,Agn,Skyet,6.2,Mye småfisk
5197,2024-12-12,Tysnes,Makrell,60.1,7.75,Shad,Lettskyet,9.8,Beste fangst på lenge
5198,2022-08-08,Sotra,Torsk,96.6,6.57,Pilking,Regn,7.3,Rolige forhold
5199,2022-02-18,Fitjarøyene,Horngjel,53.7,3.24,Pilking,Sol,10.7,Veldig seig i starten
5200,2022-04-10,Bjørnafjorden,Sei,41.6,3.96,Shad,Tåke,9.5,Litt bølger
5201,2024-02-18,Tysnes,Hyse,80.6,8.04,Flue,Skyet,17.4,Mye småfisk
5202,2024-12-31,Bjørnafjorden,Hyse,57.8,6.9,Agn,Sol,6.9,Tok på første kast
5203,2023-08-23,Austevoll,Steinbit,111.1,7.04,Agn,Vind,12.1,Litt bølger
5204,2023-01-31,Bjørnafjorden,Makrell,105.4,9.32,Flue,Vind,7.8,Mye småfisk
5205,2022-08-09,Fedje,Makrell,104.8,9.76,Agn,Tåke,9.5,Rolige forhold
5206,2023-07-30,Fedje,Sild,104.9,8.78,Shad,Lettskyet,12.0,Fin dag på sjøen
5207,2023-02-02,Øygarden,Steinbit,64.8,7.61,Sluk,Vind,15.2,Beste fangst på lenge
5208,2023-02-19,Austevoll,Makrell,70.9,7.16,Flue,Regn,11.0,Fin dag på sjøen
5209,2024-11-05,Sotra,Steinbit,105.6,10.59,Pilking,Lettskyet,17.2,Litt bølger
5210,2022-07-22,Bjørnafjorden,Lyr,101.2,10.65,Shad,Tåke,8.8,Overraskende tung
5211,2022-05-08,Austevoll,Makrell,115.4,9.39,Jigg,Lettskyet,7.1,Overraskende tung
5212,2024-04-27,Sotra,Lyr,26.6,2.14,Flue,Tåke,13.5,Tok på første kast
5213,2023-01-26,Fedje,Horngjel,21.2,1.84,Sluk,Skyet,9.6,Rolige forhold
5214,2023-01-01,Bjørnafjorden,Hyse,30.7,3.58,Agn,Lettskyet,10.9,Beste fangst på lenge
5215,2022-11-10,Bjørnafjorden,Steinbit,28.2,2.14,Agn,Sol,17.7,Tok på første kast
5216,2024-07-26,Bjørnafjorden,Steinbit,85.4,10.87,Flue,Regn,7.9,Litt bølger
5217,2023-11-20,Bjørnafjorden,Horngjel,100.4,8.63,Flue,Tåke,13.0,Fin dag på sjøen
5218,2023-02-02,Sotra,Makrell,91.0,11.29,Shad,Lettskyet,7.8,Tok på første kast
5219,2022-10-19,Sotra,Makrell,21.2,1.48,Sluk,Skyet,17.3,Veldig seig i starten
5220,2022-02-26,Tysnes,Makrell,56.0,6.29,Agn,Tåke,6.9,Mye småfisk
5221,2024-05-14,Fitjarøyene,Horngjel,66.8,5.22,Sluk,Tåke,15.3,Veldig seig i starten
5222,2023-07-12,Bjørnafjorden,Hyse,97.7,6.45,Sluk,Tåke,14.0,Rolige forhold
5223,2024-06-18,Austevoll,Torsk,39.0,2.58,Pilking,Tåke,14.5,Mye småfisk
5224,2022-05-10,Fitjarøyene,Torsk,89.1,8.61,Flue,Tåke,8.7,Beste fangst på lenge
5225,2022-05-27,Sotra,Sei,83.1,9.27,Shad,Tåke,9.2,Tok på første kast
5226,2023-10-23,Øygarden,Lyr,90.7,12.37,Flue,Skyet,8.0,Mye småfisk
5227,2024-06-05,Bjørnafjorden,Steinbit,48.2,5.81,Agn,Tåke,6.5,Tok på første kast
5228,2022-01-27,Austevoll,Horngjel,92.9,12.08,Shad,Tåke,15.7,Rolige forhold
5229,2022-10-29,Fitjarøyene,Sild,75.8,10.06,Jigg,Skyet,16.9,Beste fangst på lenge
5230,2022-04-13,Fitjarøyene,Hyse,111.0,7.75,Jigg,Vind,9.8,Litt bølger
5231,2024-01-12,Tysnes,Lyr,62.6,7.02,Jigg,Regn,8.9,Tok på første kast
5232,2023-07-25,Bjørnafjorden,Lyr,103.5,13.77,Agn,Regn,10.2,Rolige forhold
5233,2023-06-17,Tysnes,Hyse,40.2,4.6,Agn,Skyet,15.8,Litt bølger
5234,2022-08-19,Fitjarøyene,Sild,111.8,8.39,Shad,Tåke,6.6,Veldig seig i starten
5235,2023-07-09,Fitjarøyene,Horngjel,111.3,13.49,Jigg,Lettskyet,12.5,Tok på første kast
5236,2023-03-13,Austevoll,Hyse,52.9,4.96,Flue,Vind,7.6,Beste fangst på lenge
5237,2024-09-16,Fitjarøyene,Steinbit,23.5,2.08,Jigg,Regn,8.5,Beste fangst på lenge
5238,2024-12-08,Sotra,Sei,89.2,5.67,Agn,Tåke,10.5,Litt bølger
5239,2024-03-20,Bjørnafjorden,Hyse,41.0,2.59,Shad,Skyet,17.9,Veldig seig i starten
5240,2024-06-04,Øygarden,Sei,30.8,2.44,Shad,Regn,7.5,Mye småfisk
5241,2022-03-19,Tysnes,Torsk,45.8,4.25,Jigg,Tåke,6.8,Rolige forhold
5242,2023-04-20,Øygarden,Torsk,59.7,7.58,Sluk,Vind,14.7,Beste fangst på lenge
5243,2023-02-22,Fitjarøyene,Lyr,27.9,1.72,Shad,Sol,15.6,Fin dag på sjøen
5244,2023-12-25,Sotra,Sei,109.7,9.13,Flue,Tåke,12.4,Overraskende tung
5245,2022-05-21,Fedje,Sei,90.7,10.33,Flue,Regn,8.7,Rolige forhold
5246,2024-05-27,Sotra,Hyse,24.3,2.27,Flue,Tåke,12.0,Beste fangst på lenge
5247,2023-05-26,Sotra,Hyse,24.6,1.76,Flue,Vind,8.1,Tok på første kast
5248,2022-06-13,Øygarden,Horngjel,20.8,1.99,Flue,Vind,12.7,Mye småfisk
5249,2022-02-04,Bjørnafjorden,Sei,104.1,7.99,Jigg,Tåke,8.4,Overraskende tung
5250,2024-12-17,Fedje,Sild,84.0,5.57,Agn,Vind,11.7,Rolige forhold
5251,2024-09-08,Fitjarøyene,Torsk,55.3,5.18,Sluk,Regn,12.2,Mye småfisk
5252,2022-01-08,Fedje,Horngjel,87.4,7.11,Pilking,Vind,10.2,Tok på første kast
5253,2022-07-30,Øygarden,Hyse,39.7,2.79,Sluk,Tåke,7.9,Veldig seig i starten
5254,2024-02-18,Bjørnafjorden,Sild,119.1,9.49,Jigg,Tåke,14.8,Mye småfisk
5255,2023-04-22,Fedje,Lyr,94.8,10.86,Flue,Vind,11.9,Litt bølger
5256,2022-01-19,Øygarden,Sild,54.0,7.41,Shad,Tåke,6.3,Litt bølger
5257,2024-08-23,Bjørnafjorden,Hyse,61.3,7.47,Agn,Skyet,10.1,Beste fangst på lenge
5258,2023-07-22,Øygarden,Torsk,114.6,10.65,Pilking,Sol,7.3,Mye småfisk
5259,2024-09-25,Fitjarøyene,Torsk,75.6,10.46,Sluk,Lettskyet,9.2,Fin dag på sjøen
5260,2023-07-09,Øygarden,Sild,86.3,5.59,Sluk,Tåke,7.7,Fin dag på sjøen
5261,2022-02-07,Bjørnafjorden,Sild,65.3,5.68,Agn,Skyet,16.0,Rolige forhold
5262,2024-08-22,Fitjarøyene,Lyr,85.7,11.19,Agn,Sol,15.4,Beste fangst på lenge
5263,2024-06-01,Fitjarøyene,Sei,92.2,5.98,Pilking,Vind,8.6,Mye småfisk
5264,2024-01-15,Bjørnafjorden,Torsk,64.0,4.26,Agn,Sol,9.6,Tok på første kast
5265,2023-01-22,Austevoll,Sei,101.1,9.99,Pilking,Regn,9.2,Litt bølger
5266,2022-11-19,Øygarden,Steinbit,116.1,7.57,Shad,Lettskyet,12.3,Veldig seig i starten
5267,2023-02-05,Tysnes,Hyse,73.6,5.74,Agn,Regn,10.9,Tok på første kast
5268,2024-01-24,Fedje,Lyr,27.0,2.09,Flue,Sol,15.6,Mye småfisk
5269,2023-01-05,Tysnes,Steinbit,80.7,8.9,Sluk,Vind,13.6,Litt bølger
5270,2022-01-12,Øygarden,Sild,88.7,8.7,Flue,Tåke,6.4,Litt bølger
5271,2023-03-19,Bjørnafjorden,Hyse,57.9,5.02,Agn,Sol,9.7,Tok på første kast
5272,2024-05-04,Fitjarøyene,Makrell,111.7,13.47,Jigg,Sol,16.3,Rolige forhold
5273,2023-08-01,Sotra,Makrell,44.7,4.84,Pilking,Vind,13.0,Mye småfisk
5274,2022-06-18,Tysnes,Lyr,61.6,4.54,Agn,Lettskyet,10.4,Fin dag på sjøen
5275,2022-06-18,Fedje,Horngjel,35.7,3.01,Shad,Vind,11.2,Mye småfisk
5276,2023-11-07,Tysnes,Sild,57.6,5.96,Pilking,Regn,16.6,Fin dag på sjøen
5277,2024-02-17,Tysnes,Sild,108.6,14.12,Pilking,Skyet,15.2,Rolige forhold
5278,2024-01-28,Fitjarøyene,Lyr,87.8,6.47,Jigg,Tåke,7.2,Rolige forhold
5279,2023-10-27,Austevoll,Hyse,24.3,1.87,Pilking,Sol,13.6,Veldig seig i starten
5280,2023-08-14,Austevoll,Steinbit,61.6,5.34,Shad,Skyet,13.5,Veldig seig i starten
5281,2024-06-10,Fedje,Sei,55.0,7.0,Pilking,Sol,12.3,Veldig seig i starten
5282,2023-01-19,Tysnes,Hyse,25.9,2.88,Agn,Tåke,13.7,Tok på første kast
5283,2022-11-17,Bjørnafjorden,Steinbit,68.7,4.42,Shad,Tåke,9.5,Tok på første kast
5284,2024-12-20,Sotra,Lyr,108.4,13.16,Flue,Vind,9.7,Overraskende tung
5285,2024-03-07,Tysnes,Steinbit,95.8,5.86,Agn,Tåke,6.3,Overraskende tung
5286,2023-05-12,Fitjarøyene,Hyse,41.6,2.69,Sluk,Sol,6.6,Mye småfisk
5287,2022-04-25,Austevoll,Sild,35.3,4.16,Flue,Sol,10.2,Beste fangst på lenge
5288,2023-07-18,Austevoll,Sei,110.1,14.6,Shad,Tåke,11.3,Mye småfisk
5289,2023-11-03,Bjørnafjorden,Steinbit,81.0,7.73,Pilking,Lettskyet,6.9,Beste fangst på lenge
5290,2024-08-13,Austevoll,Sild,101.7,10.68,Agn,Regn,17.3,Rolige forhold
